Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
E2:28:3A:32:89:CB, 2018-05-31 10:06:12, 2018-05-31 10:06:12, -61,        7, (not associated) ,catton wifi,Vikings91
90:3C:92:F1:67:36, 2018-05-31 10:04:43, 2018-05-31 10:06:13, -70,      102, 00:26:CB:AA:E3:02,PSU Secure
7A:C8:CE:33:12:02, 2018-05-31 10:06:12, 2018-05-31 10:06:12, -78,        1, (not associated) ,
02:8D:53:F7:33:E1, 2018-05-31 10:06:12, 2018-05-31 10:06:12, -85,        1, (not associated) ,
20:2D:07:3D:66:FD, 2018-05-31 09:44:58, 2018-05-31 10:08:18, -77,       98, 00:26:CB:4E:B6:60,PSU
A0:C9:A0:B6:79:E0, 2018-05-31 09:54:25, 2018-05-31 10:08:17, -72,       18, (not associated) ,attwifi
C0:BD:D1:6E:3D:73, 2018-05-31 10:04:54, 2018-05-31 10:05:47, -73,        9, 00:27:0D:07:54:12,
84:89:AD:EC:9F:FF, 2018-05-31 09:45:35, 2018-05-31 10:05:47, -75,       59, 00:26:CB:AA:DF:42,PSU Secure
72:EE:F8:79:86:D6, 2018-05-31 10:05:51, 2018-05-31 10:05:51, -76,        1, (not associated) ,
8A:07:BC:5E:EA:1E, 2018-05-31 10:05:50, 2018-05-31 10:05:50, -80,        2, (not associated) ,
9A:D6:50:47:AF:72, 2018-05-31 10:05:49, 2018-05-31 10:05:50, -84,        4, (not associated) ,TMobileWingman
3A:25:B0:39:B3:6B, 2018-05-31 10:05:35, 2018-05-31 10:05:35, -83,        3, (not associated) ,
A0:CC:2B:F1:FC:72, 2018-05-31 10:05:27, 2018-05-31 10:05:27, -85,        1, (not associated) ,
02:3B:BB:F0:9D:E2, 2018-05-31 10:05:25, 2018-05-31 10:05:25, -93,        1, (not associated) ,ParkAveCafe
50:A6:7F:08:0D:01, 2018-05-31 09:46:32, 2018-05-31 10:05:15, -71,       22, 58:BC:27:12:79:90,PSU
58:55:CA:F4:67:CF, 2018-05-31 10:05:07, 2018-05-31 10:05:11, -74,        5, (not associated) ,MB-Wilsonville-Guest
28:B2:BD:E6:89:B2, 2018-05-31 10:04:03, 2018-05-31 10:05:14, -76,        8, (not associated) ,Plaza (1-2 E) FastMesh,PSU Secure
D0:04:01:6E:46:5B, 2018-05-31 09:49:17, 2018-05-31 10:05:11, -85,       96, 00:26:CB:AB:0A:30,
8C:85:90:73:B8:89, 2018-05-31 10:05:00, 2018-05-31 10:05:00, -64,        7, 00:A2:89:0D:58:22,
B6:AB:7F:34:62:93, 2018-05-31 10:05:04, 2018-05-31 10:05:04, -81,        2, (not associated) ,
D8:1D:72:6B:D7:19, 2018-05-31 10:01:10, 2018-05-31 10:04:51, -56,        8, 00:26:CB:AB:0A:32,PSU Secure
DC:A9:04:3D:37:B2, 2018-05-31 10:04:25, 2018-05-31 10:04:48, -62,        7, 00:27:0D:07:54:12,PSU Secure
3E:4D:A0:AA:87:79, 2018-05-31 10:04:47, 2018-05-31 10:04:47, -77,        2, (not associated) ,
E4:C8:01:01:50:7D, 2018-05-31 09:58:51, 2018-05-31 10:04:49, -82,       16, 00:26:CB:AB:0A:32,
A6:BA:48:E1:71:8D, 2018-05-31 10:04:37, 2018-05-31 10:04:37, -64,        1, (not associated) ,
E0:B5:2D:D6:E2:53, 2018-05-31 10:00:42, 2018-05-31 10:04:40, -67,       16, 00:27:0D:5E:5D:C0,PSU
DA:A1:19:91:25:25, 2018-05-31 10:04:39, 2018-05-31 10:04:39, -71,        3, (not associated) ,
EC:9B:F3:1C:FD:64, 2018-05-31 10:04:24, 2018-05-31 10:04:25,  -1,       23, 00:27:0D:30:46:B0,
D4:63:C6:76:35:D7, 2018-05-31 10:04:28, 2018-05-31 10:04:28, -79,        5, (not associated) ,
DE:A5:4B:68:37:24, 2018-05-31 10:04:15, 2018-05-31 10:04:15, -75,        1, (not associated) ,
54:4E:90:85:1E:C9, 2018-05-31 10:03:59, 2018-05-31 10:04:00,  -1,        4, 00:26:CB:AB:0A:32,
D8:BB:2C:78:50:B3, 2018-05-31 09:59:30, 2018-05-31 10:04:04,  -1,       25, 00:26:CB:AA:DE:30,
4E:29:C9:D7:51:05, 2018-05-31 10:04:03, 2018-05-31 10:04:04, -63,        4, (not associated) ,
02:85:21:94:A6:97, 2018-05-31 10:04:03, 2018-05-31 10:04:03, -83,        1, (not associated) ,
20:2D:07:34:EC:44, 2018-05-31 10:03:49, 2018-05-31 10:03:49,  -1,        1, 58:BC:27:12:6D:11,
98:F1:70:48:A4:2C, 2018-05-31 09:44:49, 2018-05-31 10:03:47, -76,      141, (not associated) ,PSU Secure
94:E9:6A:B6:BA:02, 2018-05-31 10:03:28, 2018-05-31 10:03:39, -75,        3, 00:26:CB:AB:0B:62,
E2:D8:6F:E4:18:76, 2018-05-31 10:03:39, 2018-05-31 10:03:39, -76,        3, (not associated) ,TMobileWingman
F6:DB:42:88:9F:11, 2018-05-31 09:55:23, 2018-05-31 10:03:27, -42,       83, 00:25:00:FF:94:73,
D8:C4:6A:AC:99:03, 2018-05-31 10:03:28, 2018-05-31 10:03:28, -67,        2, (not associated) ,PSU Secure
64:A5:C3:53:27:C8, 2018-05-31 09:43:08, 2018-05-31 10:03:24, -76,       82, 00:26:CB:AB:0A:30,
1A:E8:42:35:D6:5C, 2018-05-31 10:03:16, 2018-05-31 10:03:16, -78,        1, (not associated) ,
70:EF:00:B8:DA:E9, 2018-05-31 10:02:34, 2018-05-31 10:03:03,  -1,        2, 00:26:CB:AB:0B:62,
32:F3:12:07:C7:88, 2018-05-31 10:02:23, 2018-05-31 10:02:59, -50,       20, 00:25:00:FF:94:73,
02:9A:22:BB:D1:42, 2018-05-31 10:03:02, 2018-05-31 10:03:02, -57,        2, (not associated) ,TMobileWingman
8A:45:1B:E5:AA:8C, 2018-05-31 10:03:02, 2018-05-31 10:03:02, -65,        1, (not associated) ,TMobileWingman
D0:13:FD:38:07:E8, 2018-05-31 09:53:57, 2018-05-31 10:02:59, -83,       20, 00:26:CB:AA:DF:30,
A2:08:AC:2A:0F:F1, 2018-05-31 10:02:30, 2018-05-31 10:02:52, -56,        9, 00:25:00:FF:94:73,
DC:A9:04:F1:8E:1C, 2018-05-31 09:57:45, 2018-05-31 10:02:48, -68,        8, 00:26:CB:A1:A1:02,PSU Secure
5C:F5:DA:A3:5C:3C, 2018-05-31 10:02:51, 2018-05-31 10:02:51, -69,        1, (not associated) ,PSU
E6:1B:73:50:58:0E, 2018-05-31 10:02:52, 2018-05-31 10:02:52, -73,        1, (not associated) ,
98:5F:D3:D4:5A:91, 2018-05-31 09:48:04, 2018-05-31 10:02:48, -73,       16, (not associated) ,PSU Secure
64:B0:A6:DE:3F:85, 2018-05-31 10:02:05, 2018-05-31 10:02:51, -74,      304, 9E:2B:77:8E:45:C7,
AE:85:09:05:F1:7B, 2018-05-31 10:02:26, 2018-05-31 10:02:52, -74,        5, 00:25:00:FF:94:73,
4A:03:6F:D5:F8:4A, 2018-05-31 10:02:37, 2018-05-31 10:02:51, -81,        3, 00:25:00:FF:94:73,
9C:F3:87:CD:65:D6, 2018-05-31 10:00:43, 2018-05-31 10:02:35, -72,        8, (not associated) ,PSU,South Paws Guest
94:B1:0A:BE:06:D2, 2018-05-31 09:45:57, 2018-05-31 10:02:37, -89,       12, 00:1C:10:9E:51:33,
00:E1:8C:86:F6:6E, 2018-05-31 10:01:18, 2018-05-31 10:02:27, -66,        5, (not associated) ,
4A:C2:AE:30:3D:43, 2018-05-31 10:02:27, 2018-05-31 10:02:27, -67,        3, (not associated) ,TMobileWingman
06:F2:8C:EC:B9:7E, 2018-05-31 10:02:26, 2018-05-31 10:02:26, -68,        2, (not associated) ,TMobileWingman
7C:01:91:92:01:4B, 2018-05-31 09:52:07, 2018-05-31 10:02:23, -81,        3, 00:27:0D:5E:FC:E2,PSU Secure
42:8D:C0:34:E5:D5, 2018-05-31 10:02:01, 2018-05-31 10:02:02, -71,        3, (not associated) ,
48:43:7C:C5:AD:5A, 2018-05-31 10:02:02, 2018-05-31 10:02:02, -74,        6, 00:26:CB:AB:0B:60,
D6:E5:CF:E2:24:93, 2018-05-31 10:01:47, 2018-05-31 10:01:47, -57,        4, (not associated) ,catton wifi,Vikings91
02:C3:17:00:DC:B8, 2018-05-31 10:01:47, 2018-05-31 10:01:47, -78,        1, (not associated) ,
D4:DC:CD:A8:C6:0D, 2018-05-31 10:01:36, 2018-05-31 10:01:36,  -1,        1, 58:BC:27:12:79:90,
AA:DD:06:E4:13:29, 2018-05-31 10:01:36, 2018-05-31 10:01:36, -69,        1, (not associated) ,
7E:B3:ED:42:08:16, 2018-05-31 10:01:37, 2018-05-31 10:01:37, -71,        4, (not associated) ,TMobileWingman
CA:9C:0A:2A:4C:3C, 2018-05-31 10:01:39, 2018-05-31 10:01:39, -81,        2, (not associated) ,
16:6F:58:31:89:6D, 2018-05-31 10:01:26, 2018-05-31 10:01:26, -69,        1, (not associated) ,
DE:84:70:C3:5A:42, 2018-05-31 10:01:28, 2018-05-31 10:01:28, -70,        1, (not associated) ,
02:C8:14:5F:26:21, 2018-05-31 10:01:24, 2018-05-31 10:01:24, -79,        2, (not associated) ,
0A:56:DC:CE:0A:42, 2018-05-31 10:01:26, 2018-05-31 10:01:26, -81,        2, (not associated) ,
D4:61:9D:9B:1C:19, 2018-05-31 09:57:08, 2018-05-31 10:01:15, -73,       89, 58:BC:27:12:6D:10,PSU
B8:53:AC:79:F5:E5, 2018-05-31 09:46:00, 2018-05-31 10:01:12, -76,       18, 00:27:0D:5E:5D:C2,PSU Secure
60:F1:89:02:65:11, 2018-05-31 09:58:57, 2018-05-31 10:08:21, -80,       21, (not associated) ,PSU
A4:5E:60:E8:3D:63, 2018-05-31 10:00:51, 2018-05-31 10:01:11, -83,        7, (not associated) ,PSU,PSU Secure
5A:65:C0:23:8A:A8, 2018-05-31 09:59:02, 2018-05-31 10:01:11, -83,       23, 00:25:00:FF:94:73,
56:9C:44:E6:55:2B, 2018-05-31 10:01:16, 2018-05-31 10:01:16, -89,        1, (not associated) ,
1C:91:48:32:DF:74, 2018-05-31 09:49:03, 2018-05-31 10:01:04,  -1,        3, 00:1C:10:9E:51:33,
A0:CC:2B:88:1A:AC, 2018-05-31 09:50:24, 2018-05-31 10:01:01, -73,        2, (not associated) ,
68:EF:43:E0:51:16, 2018-05-31 09:56:28, 2018-05-31 10:00:52, -78,       29, 00:00:00:00:00:00,PSU
4C:32:75:A7:93:E2, 2018-05-31 10:00:17, 2018-05-31 10:00:36,  -1,       11, 58:BC:27:12:66:E2,
08:E6:89:CD:AA:9C, 2018-05-31 10:00:10, 2018-05-31 10:00:39,  -1,        8, 58:BC:27:12:79:92,
90:B9:31:57:2A:0C, 2018-05-31 09:59:34, 2018-05-31 10:00:35,  -1,        8, 58:BC:27:12:79:92,
C6:2F:52:32:35:7F, 2018-05-31 10:00:37, 2018-05-31 10:00:38, -69,        3, (not associated) ,
8C:85:90:68:C3:70, 2018-05-31 10:00:37, 2018-05-31 10:00:37, -74,        3, (not associated) ,PSU
DC:A9:04:1E:9C:AD, 2018-05-31 09:57:43, 2018-05-31 10:00:36, -74,        5, 00:26:CB:A1:A1:02,PSU Secure
88:B4:A6:7E:BF:EE, 2018-05-31 09:52:05, 2018-05-31 10:00:40, -78,       62, (not associated) ,
B8:D7:AF:A7:E5:B2, 2018-05-31 09:52:02, 2018-05-31 10:00:39, -82,        2, (not associated) ,
4C:57:CA:5A:16:F6, 2018-05-31 10:00:24, 2018-05-31 10:00:25,  -1,        2, 58:BC:27:12:79:92,
5A:6B:DB:0D:22:B6, 2018-05-31 10:00:28, 2018-05-31 10:00:28, -65,        5, (not associated) ,TMobileWingman
6C:19:C0:A9:2C:B5, 2018-05-31 10:00:27, 2018-05-31 10:00:27, -77,        6, 00:26:CB:AB:0A:3E,
CC:2D:B7:7D:1F:5C, 2018-05-31 09:49:25, 2018-05-31 10:00:23, -77,       19, 00:27:0D:07:54:10,PSU
0E:F7:55:F3:BF:9A, 2018-05-31 10:00:07, 2018-05-31 10:00:25, -82,        6, 00:25:00:FF:94:73,
6A:27:F2:F1:6D:CE, 2018-05-31 10:00:27, 2018-05-31 10:00:27, -84,        1, (not associated) ,
AC:37:43:A4:7B:A9, 2018-05-31 09:56:17, 2018-05-31 10:00:25, -84,       16, 58:BC:27:12:6D:10,XFSETUP-E7F8
32:6F:C3:98:54:28, 2018-05-31 10:00:03, 2018-05-31 10:00:14, -79,        5, 00:25:00:FF:94:73,
CE:3C:12:A1:C2:26, 2018-05-31 10:00:16, 2018-05-31 10:00:16, -84,        1, (not associated) ,
40:98:AD:6E:49:C9, 2018-05-31 09:47:41, 2018-05-31 10:00:13, -90,       21, 00:26:CB:A1:A1:02,PSU Secure
6C:71:D9:41:AC:85, 2018-05-31 09:43:19, 2018-05-31 10:00:04,  -1,        5, C8:B3:73:36:B9:4E,
7A:DA:45:76:EA:D9, 2018-05-31 10:00:02, 2018-05-31 10:00:02, -86,        2, (not associated) ,WPATubez
0A:1F:9B:77:FF:8A, 2018-05-31 10:00:01, 2018-05-31 10:00:01, -90,        1, (not associated) ,
C0:1A:DA:82:8B:90, 2018-05-31 09:59:49, 2018-05-31 09:59:49,  -1,        1, 00:26:CB:AA:DF:30,
D4:A3:3D:EB:7A:DD, 2018-05-31 09:59:49, 2018-05-31 09:59:52,  -1,        4, 58:BC:27:12:79:92,
1C:5C:F2:74:E9:23, 2018-05-31 09:58:01, 2018-05-31 09:59:49,  -1,       18, 7C:95:F3:72:D7:40,
16:63:6C:C9:7B:95, 2018-05-31 09:59:47, 2018-05-31 09:59:47, -70,        1, (not associated) ,
B8:D7:AF:12:26:5A, 2018-05-31 09:57:06, 2018-05-31 09:59:49, -83,       17, 20:BB:C0:F8:DB:41,PSU Guest
A0:CC:2B:9A:C6:0C, 2018-05-31 09:52:32, 2018-05-31 09:59:52, -86,       43, 00:00:00:00:00:00,
40:88:05:89:C6:1D, 2018-05-31 09:59:38, 2018-05-31 09:59:38,  -1,        3, 7C:95:F3:72:D7:40,
A2:6F:66:C9:BB:DF, 2018-05-31 09:59:06, 2018-05-31 09:59:24, -67,       11, 00:25:00:FF:94:73,
46:E9:92:E9:C2:09, 2018-05-31 09:57:25, 2018-05-31 09:59:24, -70,       23, 00:25:00:FF:94:73,
3E:30:B6:59:97:D1, 2018-05-31 09:59:25, 2018-05-31 09:59:25, -73,        9, (not associated) ,TMobileWingman
02:20:EE:6B:03:69, 2018-05-31 09:59:23, 2018-05-31 09:59:24, -78,        2, (not associated) ,
72:3E:51:E4:C7:DE, 2018-05-31 09:59:15, 2018-05-31 09:59:15, -65,        2, (not associated) ,
D4:A3:3D:23:26:3F, 2018-05-31 09:59:15, 2018-05-31 09:59:15, -72,       16, 00:00:00:00:00:00,
BE:C3:F5:F9:77:CB, 2018-05-31 09:51:59, 2018-05-31 09:59:16, -73,      118, 00:25:00:FF:94:73,
02:AB:60:1F:49:2F, 2018-05-31 09:59:13, 2018-05-31 09:59:13, -74,        1, 00:25:00:FF:94:73,
BA:25:F6:5E:14:DA, 2018-05-31 09:59:16, 2018-05-31 09:59:16, -76,        2, (not associated) ,
DC:EF:CA:45:7C:60, 2018-05-31 09:46:17, 2018-05-31 09:59:13, -80,      108, 00:26:CB:AA:DE:32,attwifi,PSU Secure
F0:79:60:E5:39:0B, 2018-05-31 09:58:23, 2018-05-31 09:58:59,  -1,       56, 58:BC:27:12:79:90,
02:32:F2:B2:AE:06, 2018-05-31 09:58:59, 2018-05-31 09:58:59, -75,        1, (not associated) ,
3C:2E:F9:93:A9:48, 2018-05-31 09:59:00, 2018-05-31 09:59:00, -77,        2, (not associated) ,PSU
A0:99:9B:17:7E:E1, 2018-05-31 09:58:55, 2018-05-31 09:58:59, -88,        5, 58:BC:27:12:66:E0,RiverInn-wifi
D2:E9:B4:51:11:B9, 2018-05-31 09:58:50, 2018-05-31 09:58:50, -76,        1, (not associated) ,
06:2A:5C:BF:46:0C, 2018-05-31 09:58:51, 2018-05-31 09:58:51, -87,        1, (not associated) ,
D0:2B:20:B4:C2:C1, 2018-05-31 09:55:23, 2018-05-31 09:58:37, -47,      811, 00:26:CB:AB:0A:30,
A8:BE:27:73:D9:35, 2018-05-31 09:58:37, 2018-05-31 09:58:37, -67,        2, (not associated) ,PSU
7C:01:91:7E:8F:55, 2018-05-31 09:47:55, 2018-05-31 09:58:36, -72,       45, 20:BB:C0:F8:DB:40,PSU
02:AD:02:D7:A1:45, 2018-05-31 09:58:36, 2018-05-31 09:58:36, -74,        2, (not associated) ,BestBuy,doe-faculty-312
DC:A9:04:41:A9:D5, 2018-05-31 09:51:33, 2018-05-31 09:58:38, -77,       20, 00:26:CB:4E:B6:60,PSU
2A:F4:1C:31:9D:70, 2018-05-31 09:58:40, 2018-05-31 09:58:40, -83,        2, (not associated) ,
A0:99:9B:12:6E:09, 2018-05-31 09:58:23, 2018-05-31 09:58:23,  -1,       12, 00:26:CB:AA:E3:02,
00:B3:62:AE:3C:D4, 2018-05-31 09:57:57, 2018-05-31 09:58:26,  -1,        4, 00:27:0D:30:46:B2,
4E:54:D7:F0:02:6A, 2018-05-31 09:58:23, 2018-05-31 09:58:23, -66,        4, (not associated) ,TMobileWingman
24:F6:77:00:6A:C4, 2018-05-31 09:58:25, 2018-05-31 09:58:25, -74,        1, (not associated) ,
5A:A8:46:91:D1:86, 2018-05-31 09:58:23, 2018-05-31 09:58:24, -74,        2, (not associated) ,TMobileWingman
44:03:2C:BE:DA:70, 2018-05-31 09:55:21, 2018-05-31 09:58:23, -78,        4, (not associated) ,PSU Secure
AE:55:F9:5C:EB:B8, 2018-05-31 09:54:04, 2018-05-31 09:58:23, -80,       21, 00:25:00:FF:94:73,
62:61:28:80:82:F5, 2018-05-31 09:58:23, 2018-05-31 09:58:23, -83,        2, (not associated) ,
CC:08:8D:50:EA:73, 2018-05-31 09:58:23, 2018-05-31 09:58:23, -84,        5, 00:26:CB:4E:B6:6F,WPATubez
B0:48:1A:6F:CE:04, 2018-05-31 09:55:58, 2018-05-31 09:58:26, -85,       39, 00:27:0D:30:46:B1,PSU Guest
14:5F:94:9F:6C:03, 2018-05-31 09:58:12, 2018-05-31 09:58:12,  -1,        1, 00:26:CB:AB:0B:60,
B8:53:AC:7F:4D:F5, 2018-05-31 09:51:16, 2018-05-31 09:58:12, -73,      758, 00:26:CB:AB:0A:32,PSU Secure
B8:63:4D:01:87:97, 2018-05-31 09:58:15, 2018-05-31 09:58:15, -76,        1, (not associated) ,PSU
EC:9B:F3:3F:2B:6A, 2018-05-31 09:44:05, 2018-05-31 09:58:11, -84,      100, 58:BC:27:12:79:92,
3A:5A:DA:51:60:E5, 2018-05-31 09:58:12, 2018-05-31 09:58:12, -86,        2, (not associated) ,
FA:1E:F2:8F:7B:C5, 2018-05-31 09:58:16, 2018-05-31 09:58:16, -88,        1, (not associated) ,
A6:47:60:EE:56:6D, 2018-05-31 09:58:04, 2018-05-31 09:58:04, -66,        7, (not associated) ,WPATubez
40:4E:36:24:A0:44, 2018-05-31 09:57:59, 2018-05-31 09:57:59, -74,        1, (not associated) ,
B0:34:95:93:85:97, 2018-05-31 09:52:06, 2018-05-31 09:58:02, -78,        5, 58:BC:27:12:66:E2,
E6:2A:91:FD:F2:D6, 2018-05-31 09:58:04, 2018-05-31 09:58:04, -88,        1, (not associated) ,
30:63:6B:8D:B7:29, 2018-05-31 09:57:36, 2018-05-31 09:57:36,  -1,        1, 58:BC:27:12:79:90,
2C:1F:23:6B:3E:41, 2018-05-31 09:57:36, 2018-05-31 09:57:36,  -1,        6, 58:BC:27:12:79:90,
98:F1:70:96:A1:67, 2018-05-31 09:56:39, 2018-05-31 09:57:40,  -1,        2, 58:BC:27:12:79:90,
D4:A1:48:28:22:D3, 2018-05-31 09:53:51, 2018-05-31 09:57:36, -69,       23, 58:BC:27:12:79:90,0002softbank,FON_FREE_INTERNET,ICAM_MC2_007977,PSU
CC:20:E8:BC:2D:99, 2018-05-31 09:56:06, 2018-05-31 09:57:25, -86,       23, 00:26:CB:AA:E3:02,
50:1A:C5:EE:B2:A9, 2018-05-31 09:57:10, 2018-05-31 09:57:12, -64,        3, (not associated) ,
4C:57:CA:36:F8:C6, 2018-05-31 09:56:20, 2018-05-31 09:57:11, -69,        5, 58:BC:27:12:66:E2,
4C:57:CA:08:52:AA, 2018-05-31 09:57:14, 2018-05-31 09:57:16, -76,        8, 00:27:0D:5E:5D:F0,PSU
FC:42:03:BE:52:14, 2018-05-31 09:57:14, 2018-05-31 09:57:14, -77,        2, (not associated) ,
BC:A9:20:DC:3E:13, 2018-05-31 09:57:13, 2018-05-31 09:57:13, -78,        2, (not associated) ,PSU
BE:B7:9F:CE:24:77, 2018-05-31 09:57:12, 2018-05-31 09:57:12, -82,        1, (not associated) ,
38:71:DE:53:25:CD, 2018-05-31 09:57:00, 2018-05-31 09:57:00,  -1,        3, 58:BC:27:12:79:90,
88:19:08:78:C5:44, 2018-05-31 09:55:21, 2018-05-31 09:56:59, -68,       11, 00:26:CB:AA:DF:30,PSU
98:01:A7:42:30:EF, 2018-05-31 09:56:52, 2018-05-31 09:57:03, -78,        5, 00:26:CB:AB:0A:30,PSU
92:B0:32:9F:32:BF, 2018-05-31 09:57:00, 2018-05-31 09:57:00, -83,        1, (not associated) ,
4C:66:41:D3:8E:31, 2018-05-31 09:57:03, 2018-05-31 09:57:03, -88,        1, (not associated) ,
C4:61:8B:3C:AC:B0, 2018-05-31 09:56:50, 2018-05-31 09:56:50,  -1,        2, 58:BC:27:12:66:E2,
54:4E:90:CF:FB:AD, 2018-05-31 09:56:17, 2018-05-31 09:56:49,  -1,        9, 58:BC:27:12:79:92,
0C:51:01:39:76:11, 2018-05-31 09:50:58, 2018-05-31 09:56:50,  -1,       24, 00:27:0D:07:54:10,
B4:8B:19:B6:5A:00, 2018-05-31 09:56:35, 2018-05-31 09:56:35,  -1,        1, 00:27:0D:30:46:B2,
30:35:AD:B0:84:D0, 2018-05-31 09:55:52, 2018-05-31 09:56:40, -71,       15, 58:BC:27:12:66:E0,PSU,iamalaska
46:95:57:54:48:E6, 2018-05-31 09:56:26, 2018-05-31 09:56:26, -69,        5, (not associated) ,TMobileWingman
8E:F6:91:44:0F:2B, 2018-05-31 09:56:17, 2018-05-31 09:56:24, -71,        4, 00:25:00:FF:94:73,
98:00:C6:A7:34:40, 2018-05-31 09:55:23, 2018-05-31 09:56:28, -76,       36, 00:26:CB:AB:0B:62,
CA:49:0E:DB:E0:17, 2018-05-31 09:56:28, 2018-05-31 09:56:28, -86,        1, (not associated) ,TMobileWingman
1E:61:28:84:54:AA, 2018-05-31 09:56:16, 2018-05-31 09:56:16, -62,        1, (not associated) ,Rogue Nation Wifi
4E:CA:8C:FB:4B:C5, 2018-05-31 09:56:01, 2018-05-31 09:56:01, -66,        2, (not associated) ,
5A:6C:A0:64:12:B5, 2018-05-31 09:56:01, 2018-05-31 09:56:01, -75,        1, (not associated) ,
D0:04:01:29:95:66, 2018-05-31 09:55:52, 2018-05-31 09:55:52,  -1,        2, 58:BC:27:12:79:92,
E4:E4:AB:3D:8F:0C, 2018-05-31 09:55:48, 2018-05-31 09:55:48,  -1,        1, 58:BC:27:12:79:90,
A2:33:85:D4:56:20, 2018-05-31 09:55:48, 2018-05-31 09:55:48, -64,        5, (not associated) ,
6A:7E:5E:6B:05:5E, 2018-05-31 09:55:31, 2018-05-31 09:55:48, -74,        6, 00:25:00:FF:94:73,
20:78:F0:0C:83:58, 2018-05-31 09:55:07, 2018-05-31 09:55:49, -82,        5, 7C:95:F3:72:D7:42,PSU Secure
A6:22:2B:BC:0A:BC, 2018-05-31 09:55:34, 2018-05-31 09:55:52, -83,        6, 00:25:00:FF:94:73,
4C:32:75:CF:28:97, 2018-05-31 09:47:37, 2018-05-31 09:55:36, -61,        3, (not associated) ,PSU Secure
42:D1:5D:82:B5:A0, 2018-05-31 09:55:40, 2018-05-31 09:55:40, -72,        3, (not associated) ,
26:51:4D:40:57:44, 2018-05-31 09:55:36, 2018-05-31 09:55:36, -78,        2, (not associated) ,
12:68:A5:BE:11:72, 2018-05-31 09:55:37, 2018-05-31 09:55:37, -86,        1, (not associated) ,TMobileWingman
AE:5C:F0:AA:72:9D, 2018-05-31 09:55:24, 2018-05-31 09:55:24, -66,        1, (not associated) ,
2A:3F:A4:58:23:24, 2018-05-31 09:55:28, 2018-05-31 09:55:28, -70,        1, (not associated) ,
3A:78:73:D6:FD:C4, 2018-05-31 09:55:24, 2018-05-31 09:55:24, -73,        4, (not associated) ,TMobileWingman
36:7E:33:BA:9E:66, 2018-05-31 09:55:25, 2018-05-31 09:55:25, -76,        2, (not associated) ,
