Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
9E:E3:AC:17:7A:C4, 2018-05-31 10:38:34, 2018-05-31 10:38:34, -81,        1, (not associated) ,
AE:38:28:94:04:9E, 2018-05-31 10:38:29, 2018-05-31 10:38:30, -81,        8, (not associated) ,TMobileWingman
FE:73:AC:8C:52:00, 2018-05-31 10:38:34, 2018-05-31 10:38:34, -85,        1, (not associated) ,
6C:72:E7:85:0F:16, 2018-05-31 10:38:31, 2018-05-31 10:38:31, -87,        1, (not associated) ,PSU Secure
A2:04:AB:63:FD:08, 2018-05-31 10:38:22, 2018-05-31 10:38:22, -71,        1, (not associated) ,
62:82:A3:F9:7C:70, 2018-05-31 10:38:21, 2018-05-31 10:38:21, -81,        1, (not associated) ,
D4:F4:6F:A9:91:9A, 2018-05-31 10:38:10, 2018-05-31 10:38:20, -82,        2, F4:1F:C2:E6:5A:40,PSU
68:14:01:94:48:11, 2018-05-31 10:38:10, 2018-05-31 10:38:17, -86,       19, (not associated) ,Stanfordunv
12:05:8B:AF:E7:D9, 2018-05-31 10:38:20, 2018-05-31 10:38:20, -92,        1, (not associated) ,
AA:84:4D:5A:AA:07, 2018-05-31 10:38:06, 2018-05-31 10:38:06, -73,        6, (not associated) ,
CE:51:22:0C:91:54, 2018-05-31 10:34:20, 2018-05-31 10:38:09, -82,       12, 00:25:00:FF:94:73,
12:B9:C0:99:F8:E8, 2018-05-31 10:37:44, 2018-05-31 10:38:06, -83,        3, (not associated) ,
A8:96:75:0F:8A:3E, 2018-05-31 10:37:58, 2018-05-31 10:37:58, -82,        3, (not associated) ,PSU Guest
DA:A1:19:8C:3B:E4, 2018-05-31 10:37:57, 2018-05-31 10:37:57, -88,        1, (not associated) ,
DA:A1:19:06:DF:23, 2018-05-31 10:37:44, 2018-05-31 10:37:44, -71,        2, (not associated) ,
40:4D:7F:A3:F6:B3, 2018-05-31 10:36:48, 2018-05-31 10:37:41, -78,       46, 04:C5:A4:C2:8B:40,PSU
DA:A1:19:7C:65:19, 2018-05-31 10:37:29, 2018-05-31 10:37:29, -51,        1, (not associated) ,
28:F0:76:57:FE:C6, 2018-05-31 10:37:29, 2018-05-31 10:37:29, -67,        5, (not associated) ,
DA:A1:19:10:C0:AB, 2018-05-31 10:37:18, 2018-05-31 10:37:18, -69,        2, (not associated) ,
DA:A1:19:9E:F5:A9, 2018-05-31 10:37:17, 2018-05-31 10:37:17, -69,        1, (not associated) ,
DA:A1:19:97:36:EA, 2018-05-31 10:37:18, 2018-05-31 10:37:18, -72,        1, (not associated) ,
DA:A1:19:F4:38:EC, 2018-05-31 10:37:18, 2018-05-31 10:37:18, -76,        2, (not associated) ,
DA:A1:19:E4:02:ED, 2018-05-31 10:37:18, 2018-05-31 10:37:18, -80,        2, (not associated) ,
98:00:C6:56:36:9A, 2018-05-31 10:35:24, 2018-05-31 10:37:20, -82,       34, 50:17:FF:9E:5D:C2,PSU Secure
DA:A1:19:D8:56:95, 2018-05-31 10:37:22, 2018-05-31 10:37:22, -91,        1, (not associated) ,
BE:7A:9C:65:77:70, 2018-05-31 10:27:26, 2018-05-31 10:36:57, -51,       25, (not associated) ,
32:68:1D:4D:80:24, 2018-05-31 10:36:53, 2018-05-31 10:36:53, -76,       76, (not associated) ,PSU Guest,- DEN Airport Free WiFi,Trendnet5,Barber Home2,OTC Guest,premierrvresort,Laquinta Guest,publiclibrary,Westin Portland,Garcia
58:00:E3:42:17:D7, 2018-05-31 10:36:56, 2018-05-31 10:36:56, -82,        2, (not associated) ,
D0:2B:20:CD:A8:D1, 2018-05-31 10:32:36, 2018-05-31 10:36:54, -83,       26, C0:62:6B:85:D2:B2,PSU Secure
B4:F7:A1:C3:89:26, 2018-05-31 10:26:20, 2018-05-31 10:36:44, -84,       15, (not associated) ,
CC:3D:82:F3:A6:A6, 2018-05-31 10:26:15, 2018-05-31 10:36:19, -65,        7, (not associated) ,PSU Secure
DC:A9:04:39:BA:E7, 2018-05-31 10:35:16, 2018-05-31 10:36:22, -78,        4, (not associated) ,PSU
DC:0C:5C:CF:61:66, 2018-05-31 10:33:27, 2018-05-31 10:36:19, -81,       10, D0:57:4C:09:C1:CF,PSU
C2:F9:CA:87:2C:42, 2018-05-31 10:36:22, 2018-05-31 10:36:22, -84,        1, (not associated) ,
80:58:F8:E8:6B:05, 2018-05-31 10:35:53, 2018-05-31 10:35:53, -65,        2, (not associated) ,
0E:8F:95:E3:E4:B5, 2018-05-31 10:35:58, 2018-05-31 10:35:58, -76,       11, (not associated) ,medialink,MyCharterWiFi54-2G,1381,NETGEAR74,RHS-Guest,horizon,PSU,NETGEAR98-5G
