Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
C2:49:17:1E:F1:C3, 2018-05-24 14:41:59, 2018-05-24 14:41:59, -79,        4, (not associated) ,Zirkusgasse
76:BA:65:AF:3B:8A, 2018-05-24 14:42:02, 2018-05-24 14:42:02, -80,        1, (not associated) ,
0A:10:2D:B9:AB:1E, 2018-05-24 14:41:59, 2018-05-24 14:41:59, -81,        2, (not associated) ,Zirkusgasse
82:94:23:92:AA:9B, 2018-05-24 14:19:12, 2018-05-24 14:41:59, -83,       56, 00:25:00:FF:94:73,
C6:22:5F:5A:03:57, 2018-05-24 14:42:04, 2018-05-24 14:42:04, -86,        1, (not associated) ,
3C:2E:F9:05:D7:A1, 2018-05-24 14:31:41, 2018-05-24 14:42:02, -89,        4, 7C:95:F3:CC:B9:A2,PSU Secure
9A:5E:A2:22:E1:79, 2018-05-24 14:41:40, 2018-05-24 14:41:40, -65,        4, (not associated) ,Starbucks Guest
16:A1:9B:0B:25:88, 2018-05-24 14:41:36, 2018-05-24 14:41:36, -68,        2, (not associated) ,Zirkusgasse
C2:2C:43:5A:9B:34, 2018-05-24 14:41:40, 2018-05-24 14:41:40, -70,        2, (not associated) ,
96:84:C0:B4:A0:6B, 2018-05-24 14:41:36, 2018-05-24 14:41:36, -70,        3, (not associated) ,Zirkusgasse
7C:50:49:1C:D1:D5, 2018-05-24 14:40:15, 2018-05-24 14:41:38, -73,       16, 04:C5:A4:C2:8B:42,PSU Secure
0E:5B:52:C9:19:8C, 2018-05-24 14:41:36, 2018-05-24 14:41:36, -79,        1, (not associated) ,
1A:8E:59:FB:5F:4C, 2018-05-24 14:41:36, 2018-05-24 14:41:36, -84,        1, (not associated) ,
FC:C2:DE:C6:7A:84, 2018-05-24 14:19:59, 2018-05-24 14:41:26, -56,       42, 00:F2:8B:F9:B9:02,hellfish
CE:16:B3:BB:62:D9, 2018-05-24 14:41:26, 2018-05-24 14:41:27, -58,        3, (not associated) ,
C2:3E:89:0B:D8:8C, 2018-05-24 14:41:26, 2018-05-24 14:41:26, -73,        1, (not associated) ,
A0:D7:95:B4:BA:82, 2018-05-24 14:33:09, 2018-05-24 14:41:26, -81,      294, 04:C5:A4:66:8F:52,PSU Secure
DC:A9:04:3E:7E:23, 2018-05-24 14:21:10, 2018-05-24 14:41:23, -81,       19, 04:C5:A4:66:8F:52,PSU Secure
D6:69:06:DF:81:FC, 2018-05-24 14:41:13, 2018-05-24 14:41:13, -57,        4, (not associated) ,TMobileWingman
AC:5F:3E:8A:A0:2E, 2018-05-24 14:39:24, 2018-05-24 14:41:13, -67,       62, 04:C5:A4:C2:8F:40,PSU
48:50:73:B6:5A:70, 2018-05-24 14:34:04, 2018-05-24 14:41:16, -82,       22, 40:F4:EC:B3:AA:70,PSU,skynet
74:29:AF:28:17:BD, 2018-05-24 14:33:54, 2018-05-24 14:41:14, -92,        2, (not associated) ,PSU
86:19:81:1E:76:16, 2018-05-24 14:40:59, 2018-05-24 14:41:00, -60,        3, (not associated) ,
B4:F1:DA:ED:AC:3A, 2018-05-24 14:34:17, 2018-05-24 14:41:00, -74,       56, 04:C5:A4:C2:8B:40,PSU
D2:71:CB:B7:04:CB, 2018-05-24 14:41:03, 2018-05-24 14:41:03, -77,        1, (not associated) ,
B2:19:9E:4F:99:02, 2018-05-24 14:41:01, 2018-05-24 14:41:01, -81,        1, (not associated) ,
92:10:FE:3C:D2:26, 2018-05-24 14:39:53, 2018-05-24 14:40:47, -65,       19, 00:25:00:FF:94:73,
24:0A:64:E7:50:8C, 2018-05-24 14:36:20, 2018-05-24 14:40:47, -82,        9, (not associated) ,
98:01:A7:9E:98:C9, 2018-05-24 14:30:10, 2018-05-24 14:40:52, -88,       12, (not associated) ,Seahawks12,CenturyLink8663,public,Vote4Pedro,PSU,OHSU-Guest,catalinawinemixer,ASUS
CE:FE:1F:7E:A3:F1, 2018-05-24 14:40:35, 2018-05-24 14:40:36, -53,        2, (not associated) ,
A0:18:28:2F:8F:B6, 2018-05-24 14:29:31, 2018-05-24 14:40:40, -58,       90, 04:C5:A4:C2:8F:40,PSU
1C:91:48:1C:59:E8, 2018-05-24 14:37:16, 2018-05-24 14:40:40, -72,        6, 00:F2:8B:F9:B9:00,PSU
E0:5F:45:35:B9:20, 2018-05-24 14:24:41, 2018-05-24 14:40:39, -80,       11, 04:C5:A4:66:8F:50,PSU
4A:D1:AF:86:40:AB, 2018-05-24 14:39:10, 2018-05-24 14:40:36, -81,        4, 00:25:00:FF:94:73,
30:35:AD:B9:F5:2C, 2018-05-24 14:40:36, 2018-05-24 14:40:36, -88,        1, (not associated) ,
AC:BC:32:9C:33:3D, 2018-05-24 14:20:47, 2018-05-24 14:40:24, -58,        8, (not associated) ,
CC:3D:82:F3:A6:A6, 2018-05-24 14:20:15, 2018-05-24 14:40:23, -59,       19, (not associated) ,PSU Secure
22:15:79:E7:61:5A, 2018-05-24 14:40:27, 2018-05-24 14:40:27, -73,        9, (not associated) ,
68:DB:CA:37:39:2E, 2018-05-24 14:19:34, 2018-05-24 14:40:26, -78,       21, (not associated) ,
4E:12:B4:08:F3:70, 2018-05-24 14:40:16, 2018-05-24 14:40:16, -78,        3, (not associated) ,
7A:15:3C:64:BC:0B, 2018-05-24 14:40:11, 2018-05-24 14:40:11, -80,        1, (not associated) ,
EA:DB:5F:68:57:B7, 2018-05-24 14:39:43, 2018-05-24 14:40:04, -45,        7, 00:25:00:FF:94:73,
CA:A0:81:E9:D0:80, 2018-05-24 14:40:01, 2018-05-24 14:40:02, -50,        4, (not associated) ,
2C:59:8A:27:12:97, 2018-05-24 14:21:26, 2018-05-24 14:40:03, -59,       42, (not associated) ,
0A:44:94:B2:07:EB, 2018-05-24 14:40:03, 2018-05-24 14:40:04, -75,        4, (not associated) ,
26:5F:6A:AD:37:8D, 2018-05-24 14:39:59, 2018-05-24 14:39:59, -82,        1, (not associated) ,
D0:04:01:29:95:66, 2018-05-24 14:39:27, 2018-05-24 14:40:00, -89,       13, (not associated) ,
4A:C2:23:79:CD:D6, 2018-05-24 14:39:48, 2018-05-24 14:39:48, -87,        1, (not associated) ,
06:57:24:4F:E5:AE, 2018-05-24 14:39:52, 2018-05-24 14:39:52, -89,        1, (not associated) ,Caleb's Mac mini
C6:6B:B1:91:0C:DC, 2018-05-24 14:39:23, 2018-05-24 14:39:23, -70,        4, (not associated) ,
D0:04:01:14:C2:AB, 2018-05-24 14:39:24, 2018-05-24 14:39:25, -74,        4, (not associated) ,PSU Guest
2A:E2:4F:4D:78:D9, 2018-05-24 14:39:28, 2018-05-24 14:39:28, -84,        1, (not associated) ,
E8:50:8B:DB:AA:4B, 2018-05-24 14:39:25, 2018-05-24 14:39:25, -86,        2, 7C:95:F3:CC:B9:A2,
2C:20:0B:BB:5C:9D, 2018-05-24 14:24:50, 2018-05-24 14:39:12, -76,      364, 04:C5:A4:C2:8C:BF,PSU
B0:19:C6:70:72:1A, 2018-05-24 14:31:44, 2018-05-24 14:39:12, -87,       14, 50:17:FF:9E:61:10,PSU
A0:CB:FD:A9:73:4C, 2018-05-24 14:35:54, 2018-05-24 14:39:14, -87,       17, 04:C5:A4:C2:8F:A2,PSU Secure
DC:A4:CA:90:31:63, 2018-05-24 14:27:29, 2018-05-24 14:39:11, -88,       26, 04:C5:A4:C2:8B:40,PSU
2C:F0:A2:16:12:27, 2018-05-24 14:32:19, 2018-05-24 14:39:12, -88,        2, C0:62:6B:67:65:22,PSU Secure
9E:5A:8C:3C:0F:C2, 2018-05-24 14:38:59, 2018-05-24 14:38:59, -65,        2, (not associated) ,
B8:C1:11:81:AC:3D, 2018-05-24 14:31:27, 2018-05-24 14:39:04, -76,      326, 50:17:FF:9E:61:12,PSU,PSU Secure
F2:0E:6A:90:07:72, 2018-05-24 14:39:04, 2018-05-24 14:39:04, -77,        1, (not associated) ,
40:9C:28:48:1C:6E, 2018-05-24 14:38:05, 2018-05-24 14:39:03, -82,        5, (not associated) ,PSU Secure
86:6D:C3:36:7F:48, 2018-05-24 14:39:01, 2018-05-24 14:39:01, -90,        1, (not associated) ,
E6:BB:14:00:AF:14, 2018-05-24 14:38:51, 2018-05-24 14:38:51, -68,        2, (not associated) ,TMobileWingman
B8:E8:56:04:17:0E, 2018-05-24 14:30:04, 2018-05-24 14:38:47, -79,       16, (not associated) ,J7Y7L,PSU Secure
FA:3E:FD:33:E3:97, 2018-05-24 14:38:39, 2018-05-24 14:38:40, -60,       10, (not associated) ,TMobileWingman
F0:24:75:A5:8D:E3, 2018-05-24 14:26:29, 2018-05-24 14:38:39, -75,        3, (not associated) ,PSU
F2:D3:49:3E:AA:BA, 2018-05-24 14:38:35, 2018-05-24 14:38:35, -86,        1, (not associated) ,
3C:2E:F9:25:CB:55, 2018-05-24 14:28:55, 2018-05-24 14:38:25, -76,       98, 00:00:00:00:00:00,PSU Secure
8E:6F:90:CA:DE:6C, 2018-05-24 14:38:15, 2018-05-24 14:38:16, -53,        2, (not associated) ,
7A:CA:25:4C:67:DA, 2018-05-24 14:33:56, 2018-05-24 14:38:16, -59,        5, (not associated) ,
64:5A:ED:4B:C0:12, 2018-05-24 14:38:14, 2018-05-24 14:38:14, -83,        2, (not associated) ,PSU Secure
A2:DF:86:19:90:25, 2018-05-24 14:38:13, 2018-05-24 14:38:13, -83,        1, (not associated) ,
90:AD:F7:2E:85:00, 2018-05-24 14:37:45, 2018-05-24 14:38:13, -88,       31, 04:C5:A4:C2:8F:A0,
72:C5:9D:2B:AB:46, 2018-05-24 14:38:02, 2018-05-24 14:38:02, -62,        1, (not associated) ,
86:B7:E9:69:1A:83, 2018-05-24 14:38:02, 2018-05-24 14:38:02, -64,        8, (not associated) ,TMobileWingman
6A:CE:EE:B7:38:B5, 2018-05-24 14:38:02, 2018-05-24 14:38:02, -80,        1, (not associated) ,
BC:A9:20:46:1A:AF, 2018-05-24 14:32:08, 2018-05-24 14:37:48, -84,       14, 7C:95:F3:CC:B9:A0,PSU
DC:44:B6:D9:24:2D, 2018-05-24 14:32:22, 2018-05-24 14:37:28, -62,       21, (not associated) ,
DA:A1:19:FD:83:6E, 2018-05-24 14:37:23, 2018-05-24 14:37:24, -81,        3, (not associated) ,PSU
DA:A1:19:12:56:A3, 2018-05-24 14:37:26, 2018-05-24 14:37:26, -86,        1, (not associated) ,
DA:A1:19:D0:A6:91, 2018-05-24 14:37:26, 2018-05-24 14:37:27, -86,        2, (not associated) ,PSU
4C:32:75:CF:11:D4, 2018-05-24 14:37:12, 2018-05-24 14:37:13, -76,        7, 7C:95:F3:CC:B3:30,PSU
E8:50:8B:80:01:67, 2018-05-24 14:37:15, 2018-05-24 14:37:15, -85,        1, (not associated) ,TheWirelessChannel2
88:B4:A6:00:8E:8A, 2018-05-24 14:37:01, 2018-05-24 14:37:01, -90,        1, (not associated) ,
B2:55:3B:AD:16:A0, 2018-05-24 14:36:47, 2018-05-24 14:36:47, -62,        1, (not associated) ,
52:DA:5D:27:0C:5F, 2018-05-24 14:36:50, 2018-05-24 14:36:50, -88,        1, (not associated) ,
54:4E:90:02:CC:FD, 2018-05-24 14:36:37, 2018-05-24 14:36:37, -64,        2, (not associated) ,PSU
1A:50:72:BD:2F:07, 2018-05-24 14:36:25, 2018-05-24 14:36:25, -83,        1, (not associated) ,
88:B4:A6:42:18:80, 2018-05-24 14:36:25, 2018-05-24 14:36:25, -89,        1, (not associated) ,
E2:58:3C:09:6D:7B, 2018-05-24 14:35:50, 2018-05-24 14:36:01, -80,        6, 00:25:00:FF:94:73,
82:EC:9D:48:1A:9C, 2018-05-24 14:35:59, 2018-05-24 14:35:59, -87,        1, (not associated) ,
40:0E:85:17:FE:8A, 2018-05-24 14:36:01, 2018-05-24 14:36:01, -88,        1, F2:A6:37:DD:7B:19,
F0:99:BF:70:5E:DB, 2018-05-24 14:36:04, 2018-05-24 14:36:04, -91,        1, (not associated) ,
18:65:90:DA:0B:75, 2018-05-24 14:26:46, 2018-05-24 14:35:51, -82,       88, (not associated) ,attwifi,mercadito 5g,xfinitywifi,OHSU-Guest,McDonalds Free WiFi,Samsung Galaxy S7 edge 3837,sinLag,PSU,CableWiFi,RenatoIsDaddy
FC:DB:B3:2A:DA:48, 2018-05-24 14:22:08, 2018-05-24 14:35:47, -88,       10, (not associated) ,ESPLANADE
88:36:5F:DC:D3:36, 2018-05-24 14:34:54, 2018-05-24 14:35:39, -83,        6, (not associated) ,
DA:D3:99:E2:52:72, 2018-05-24 14:35:36, 2018-05-24 14:35:36, -86,        1, (not associated) ,
F0:79:60:25:11:CE, 2018-05-24 14:27:26, 2018-05-24 14:35:25, -59,       26, 00:F2:8B:F9:B9:02,PSU Secure
5C:AF:06:59:04:4A, 2018-05-24 14:35:28, 2018-05-24 14:35:28, -78,        4, (not associated) ,
4E:E2:59:57:30:76, 2018-05-24 14:35:11, 2018-05-24 14:35:12, -81,        2, (not associated) ,
32:D9:42:3F:07:9C, 2018-05-24 14:35:14, 2018-05-24 14:35:14, -85,        1, (not associated) ,
CA:44:BA:EC:23:58, 2018-05-24 14:32:01, 2018-05-24 14:35:14, -87,       21, 00:25:00:FF:94:73,
60:6D:C7:D5:81:F9, 2018-05-24 14:35:03, 2018-05-24 14:35:03, -77,        1, 7C:95:F3:CC:B5:82,
06:DD:29:FD:3F:0D, 2018-05-24 14:34:03, 2018-05-24 14:35:01, -85,        8, (not associated) ,
B6:A1:72:7D:E0:E7, 2018-05-24 14:35:01, 2018-05-24 14:35:01, -87,        1, (not associated) ,
5A:14:93:F9:4E:0B, 2018-05-24 14:35:00, 2018-05-24 14:35:00, -88,        1, (not associated) ,
2E:D1:ED:91:D4:48, 2018-05-24 14:34:37, 2018-05-24 14:34:37, -85,        1, (not associated) ,
22:57:6F:C4:A0:05, 2018-05-24 14:34:40, 2018-05-24 14:34:40, -87,        1, (not associated) ,
82:42:DB:D0:52:B8, 2018-05-24 14:34:27, 2018-05-24 14:34:27, -88,        1, (not associated) ,
04:E5:36:47:3C:54, 2018-05-24 14:34:00, 2018-05-24 14:34:11, -67,       20, 7C:95:F3:01:F0:00,PSU
CE:C8:4C:DC:2E:16, 2018-05-24 14:33:45, 2018-05-24 14:34:14, -69,        7, 00:25:00:FF:94:73,
58:40:4E:D0:CC:09, 2018-05-24 14:25:29, 2018-05-24 14:34:14, -77,       18, 40:CE:24:AF:4C:ED,
42:DE:88:DB:09:26, 2018-05-24 14:26:32, 2018-05-24 14:34:03, -75,       71, 00:25:00:FF:94:73,
96:C7:7F:FF:ED:CE, 2018-05-24 14:34:03, 2018-05-24 14:34:03, -76,        1, (not associated) ,
BE:90:24:B5:12:A4, 2018-05-24 14:33:47, 2018-05-24 14:33:47, -72,        1, (not associated) ,
78:4F:43:90:57:AC, 2018-05-24 14:25:00, 2018-05-24 14:33:50, -84,        3, (not associated) ,
C4:B3:01:C6:01:5D, 2018-05-24 14:30:22, 2018-05-24 14:33:52, -85,       22, 04:C5:A4:C2:8F:A2,PSU Secure
88:B1:11:81:71:C1, 2018-05-24 14:19:08, 2018-05-24 14:33:49, -89,        4, (not associated) ,
76:05:C0:7A:C4:8F, 2018-05-24 14:33:35, 2018-05-24 14:33:35, -58,        3, (not associated) ,
76:01:B8:44:C4:5D, 2018-05-24 14:33:38, 2018-05-24 14:33:38, -84,        2, (not associated) ,
62:80:59:13:13:CC, 2018-05-24 14:33:39, 2018-05-24 14:33:39, -86,        1, (not associated) ,
16:AA:25:9F:79:4F, 2018-05-24 14:33:27, 2018-05-24 14:33:27, -65,        2, (not associated) ,PSU Secure
B6:7B:DE:3B:BF:A9, 2018-05-24 14:33:23, 2018-05-24 14:33:23, -77,        1, (not associated) ,
A6:9A:8C:2B:F3:13, 2018-05-24 14:33:27, 2018-05-24 14:33:27, -79,        1, (not associated) ,
C2:49:48:22:4D:BD, 2018-05-24 14:33:26, 2018-05-24 14:33:26, -79,        3, (not associated) ,
8C:85:90:DA:1D:FB, 2018-05-24 14:33:28, 2018-05-24 14:33:28, -88,        1, (not associated) ,PSU Secure
24:F0:94:95:1B:F8, 2018-05-24 14:29:49, 2018-05-24 14:33:13, -72,        5, D0:57:4C:09:C1:C2,PSU Secure
CC:08:8D:AC:F5:8C, 2018-05-24 14:32:01, 2018-05-24 14:33:15, -90,       25, 50:17:FF:9E:61:12,PSU Secure
E6:A6:7B:BB:92:BB, 2018-05-24 14:33:00, 2018-05-24 14:33:00, -80,        1, (not associated) ,
12:78:E9:EC:89:0D, 2018-05-24 14:33:04, 2018-05-24 14:33:04, -83,        1, (not associated) ,
4C:74:BF:20:B6:FE, 2018-05-24 14:22:25, 2018-05-24 14:32:51,  -1,       33, 04:C5:A4:C2:8F:A2,
3A:18:64:D8:E4:62, 2018-05-24 14:32:48, 2018-05-24 14:32:48, -81,        1, (not associated) ,
A2:0B:5C:44:51:69, 2018-05-24 14:32:51, 2018-05-24 14:32:51, -86,        1, (not associated) ,Home-2.4
7E:58:B6:C8:3F:1F, 2018-05-24 14:32:37, 2018-05-24 14:32:48, -86,        2, 00:25:00:FF:94:73,
6C:72:E7:54:BA:C4, 2018-05-24 14:21:10, 2018-05-24 14:32:40, -66,       38, F4:1F:C2:E6:27:22,PSU,PSU Secure
30:96:FB:BC:2C:4E, 2018-05-24 14:31:47, 2018-05-24 14:32:38, -76,       10, 7C:95:F3:CC:B9:A2,PSU Secure
26:96:61:B4:48:37, 2018-05-24 14:32:26, 2018-05-24 14:32:26, -79,        1, (not associated) ,
16:E8:A1:6F:6E:93, 2018-05-24 14:32:28, 2018-05-24 14:32:28, -84,        2, (not associated) ,
00:DB:70:D2:33:65, 2018-05-24 14:24:20, 2018-05-24 14:32:16, -60,       57, 04:C5:A4:C2:8F:42,PSU Secure
A2:05:54:B8:07:FE, 2018-05-24 14:32:12, 2018-05-24 14:32:12, -68,        1, (not associated) ,
84:41:67:51:12:8D, 2018-05-24 14:31:38, 2018-05-24 14:32:13, -72,       45, 04:C5:A4:C2:8B:40,PSU
CC:61:E5:91:DA:8E, 2018-05-24 14:28:44, 2018-05-24 14:32:14, -74,      103, (not associated) ,PSU_Secure,psu secure,pSU
40:9C:28:8C:29:C6, 2018-05-24 14:32:00, 2018-05-24 14:32:00, -58,        3, (not associated) ,PSU Secure
4C:66:41:85:39:35, 2018-05-24 14:31:19, 2018-05-24 14:32:02, -79,        4, C0:25:5C:78:59:90,PSU
DC:0B:34:FE:7A:66, 2018-05-24 14:31:45, 2018-05-24 14:31:51, -72,        8, (not associated) ,
A0:C9:A0:BB:E2:4D, 2018-05-24 14:31:36, 2018-05-24 14:31:40, -89,        3, D0:57:4C:09:C1:C2,PSU Secure
CC:44:63:CC:05:39, 2018-05-24 14:30:24, 2018-05-24 14:31:25, -75,        9, 04:C5:A4:C2:8C:B2,PSU Secure
D6:26:CD:9E:C8:DC, 2018-05-24 14:31:26, 2018-05-24 14:31:26, -79,        1, (not associated) ,
78:4F:43:87:45:71, 2018-05-24 14:30:51, 2018-05-24 14:31:15, -85,        6, 58:BC:27:12:66:F2,PSU Secure,Misha1967-5
68:EF:43:B2:1D:A6, 2018-05-24 14:20:24, 2018-05-24 14:31:16, -88,       21, 50:17:FF:9E:5D:C0,PSU
96:0F:1A:B6:0B:BF, 2018-05-24 14:31:02, 2018-05-24 14:31:03, -84,        2, (not associated) ,
AE:86:E1:35:EE:01, 2018-05-24 14:31:04, 2018-05-24 14:31:04, -87,        1, 00:25:00:FF:94:73,
34:C0:59:1A:BC:D4, 2018-05-24 14:19:51, 2018-05-24 14:30:51, -73,       35, 50:17:FF:9E:61:10,PSU
3A:1B:E5:C5:D2:5F, 2018-05-24 14:30:26, 2018-05-24 14:30:26, -77,        2, (not associated) ,
5E:56:0E:D3:C7:88, 2018-05-24 14:30:27, 2018-05-24 14:30:27, -81,        1, (not associated) ,
BA:10:41:04:FC:13, 2018-05-24 14:30:28, 2018-05-24 14:30:28, -84,        1, 00:25:00:FF:94:73,
62:D4:EA:8C:A1:0D, 2018-05-24 14:30:15, 2018-05-24 14:30:15, -45,        2, (not associated) ,
EC:9B:F3:55:87:70, 2018-05-24 14:30:12, 2018-05-24 14:30:12, -84,        3, (not associated) ,
42:99:2F:3A:B6:0B, 2018-05-24 14:29:59, 2018-05-24 14:29:59, -42,        4, (not associated) ,
1A:3A:83:A3:E7:A3, 2018-05-24 14:29:59, 2018-05-24 14:29:59, -74,        2, (not associated) ,
D0:13:FD:57:E3:69, 2018-05-24 14:23:04, 2018-05-24 14:30:02, -81,        3, (not associated) ,
A4:08:EA:0C:CE:66, 2018-05-24 14:21:39, 2018-05-24 14:30:03, -82,       34, 04:C5:A4:C2:8B:40,PSU
52:E7:40:62:1E:CE, 2018-05-24 14:29:51, 2018-05-24 14:29:52, -40,        5, (not associated) ,
F6:C2:68:E0:80:15, 2018-05-24 14:29:50, 2018-05-24 14:29:50, -64,        2, (not associated) ,
5A:C5:73:F8:8E:92, 2018-05-24 14:29:47, 2018-05-24 14:29:47, -65,        1, (not associated) ,
8E:83:21:5B:E2:47, 2018-05-24 14:29:50, 2018-05-24 14:29:50, -67,        1, (not associated) ,
0A:60:36:69:DF:6A, 2018-05-24 14:29:51, 2018-05-24 14:29:51, -71,        1, (not associated) ,
20:AB:37:72:AC:5A, 2018-05-24 14:29:51, 2018-05-24 14:29:51, -83,        1, (not associated) ,PSU
60:F1:89:4A:C9:BF, 2018-05-24 14:29:35, 2018-05-24 14:29:35, -61,        1, (not associated) ,
A4:5E:60:C8:3F:6F, 2018-05-24 14:23:15, 2018-05-24 14:29:37, -73,       32, 44:E4:D9:BD:83:00,
BA:D9:07:BF:2B:6F, 2018-05-24 14:29:35, 2018-05-24 14:29:35, -75,        1, (not associated) ,
66:60:0C:FA:19:F7, 2018-05-24 14:29:35, 2018-05-24 14:29:35, -77,        2, (not associated) ,
7E:1E:51:15:D0:1F, 2018-05-24 14:29:34, 2018-05-24 14:29:40, -83,        6, (not associated) ,
AA:BD:64:F0:E1:06, 2018-05-24 14:29:40, 2018-05-24 14:29:40, -86,        1, (not associated) ,
EE:C8:CF:9C:DB:4A, 2018-05-24 14:29:39, 2018-05-24 14:29:39, -90,        1, (not associated) ,
6E:73:2B:8F:C4:55, 2018-05-24 14:29:27, 2018-05-24 14:29:27, -45,        1, (not associated) ,
22:28:1C:6B:3F:D5, 2018-05-24 14:29:27, 2018-05-24 14:29:27, -47,        1, (not associated) ,
9E:87:3F:52:97:91, 2018-05-24 14:25:24, 2018-05-24 14:29:26, -57,        8, (not associated) ,
6E:2C:6D:8E:3C:45, 2018-05-24 14:29:22, 2018-05-24 14:29:23, -84,        2, (not associated) ,
98:10:E8:3B:05:63, 2018-05-24 14:29:02, 2018-05-24 14:29:24, -86,       10, 04:C5:A4:C2:8E:22,PSU Secure
92:FC:D3:3C:6F:3C, 2018-05-24 14:28:28, 2018-05-24 14:29:13, -66,        2, (not associated) ,
B2:7B:95:96:92:92, 2018-05-24 14:29:16, 2018-05-24 14:29:16, -73,        1, (not associated) ,
DA:A1:19:01:8F:7A, 2018-05-24 14:29:15, 2018-05-24 14:29:15, -83,        1, (not associated) ,
22:5C:B6:F2:0D:3A, 2018-05-24 14:29:16, 2018-05-24 14:29:16, -85,        2, (not associated) ,
E6:AA:49:EB:7E:12, 2018-05-24 14:29:11, 2018-05-24 14:29:11, -85,        2, (not associated) ,
5E:D0:35:4A:71:D0, 2018-05-24 14:29:14, 2018-05-24 14:29:14, -86,        2, (not associated) ,
A6:1E:42:DF:7A:B2, 2018-05-24 14:29:14, 2018-05-24 14:29:14, -88,        1, (not associated) ,
10:F1:F2:45:15:4C, 2018-05-24 14:28:59, 2018-05-24 14:28:59, -81,        3, C0:25:5C:78:59:90,PSU
0A:D9:10:2B:6D:DF, 2018-05-24 14:28:59, 2018-05-24 14:28:59, -87,        1, (not associated) ,
96:7D:DF:47:EC:C1, 2018-05-24 14:28:59, 2018-05-24 14:28:59, -91,        1, (not associated) ,TMobileWingman
92:98:2C:94:9E:57, 2018-05-24 14:28:48, 2018-05-24 14:28:48, -66,        1, (not associated) ,
A0:D3:7A:4A:CC:6B, 2018-05-24 14:20:48, 2018-05-24 14:28:50, -67,        3, (not associated) ,
98:01:A7:A2:68:27, 2018-05-24 14:28:41, 2018-05-24 14:28:52, -73,        9, 00:3A:7D:61:13:E0,PSU
20:EE:28:67:CE:46, 2018-05-24 14:25:03, 2018-05-24 14:28:52, -76,       28, 50:17:FF:9E:5D:C2,PSU Secure
7A:6B:B6:D9:85:12, 2018-05-24 14:28:51, 2018-05-24 14:28:51, -78,        3, (not associated) ,
64:BC:0C:46:F3:9E, 2018-05-24 14:28:51, 2018-05-24 14:28:51, -81,        2, (not associated) ,
B4:CE:F6:74:B6:3F, 2018-05-24 14:27:52, 2018-05-24 14:28:35, -76,       10, (not associated) ,
80:B0:3D:1A:9E:35, 2018-05-24 14:23:42, 2018-05-24 14:28:38, -84,       35, D0:57:4C:09:C1:C2,PSU
